,基金简称,优仓数目_所属基金数,优仓数目_被持仓市值,平均占比,基金代码,日增长率,近1周,近1月,近3月,近半年,近1年,近2年,近3年,今年来,成立来
19611,简称缺失,1,1,2,020662,,,,,,,,,,
2871,简称缺失,1,1,0,001407,,,,,,,,,,
2870,简称缺失,1,1,0,001557,,,,,,,,,,
2869,简称缺失,1,1,0,001593,,,,,,,,,,
2868,简称缺失,1,1,0,001618,,,,,,,,,,
2862,简称缺失,1,1,0,002170,,,,,,,,,,
2866,简称缺失,1,1,0,002036,,,,,,,,,,
2865,简称缺失,1,1,0,002052,,,,,,,,,,
2864,简称缺失,1,1,0,002096,,,,,,,,,,
26703,简称缺失,1,1,0,018957,,,,,,,,,,
26702,简称缺失,1,1,0,009645,,,,,,,,,,
26701,简称缺失,1,1,1,001301,,,,,,,,,,
26700,简称缺失,1,1,1,001407,,,,,,,,,,
19612,简称缺失,1,1,2,015290,,,,,,,,,,
19613,简称缺失,1,1,2,015857,,,,,,,,,,
19614,简称缺失,1,1,2,021500,,,,,,,,,,
19615,简称缺失,1,1,2,008888,,,,,,,,,,
26699,简称缺失,1,1,1,001557,,,,,,,,,,
26698,简称缺失,1,1,1,001593,,,,,,,,,,
26697,简称缺失,1,1,1,001618,,,,,,,,,,
26696,简称缺失,1,1,1,001770,,,,,,,,,,
2867,简称缺失,1,1,0,001770,,,,,,,,,,
12605,简称缺失,1,1,0,010422,,,,,,,,,,
12606,简称缺失,1,1,0,010392,,,,,,,,,,
12607,简称缺失,1,1,0,010372,,,,,,,,,,
12576,简称缺失,1,1,0,012651,,,,,,,,,,
12577,简称缺失,1,1,0,012630,,,,,,,,,,
12578,简称缺失,1,1,0,012553,,,,,,,,,,
12579,简称缺失,1,1,0,012429,,,,,,,,,,
12580,简称缺失,1,1,0,012125,,,,,,,,,,
12581,简称缺失,1,1,0,011892,,,,,,,,,,
12582,简称缺失,1,1,0,011840,,,,,,,,,,
12583,简称缺失,1,1,0,011615,,,,,,,,,,
12584,简称缺失,1,1,0,011613,,,,,,,,,,
12585,简称缺失,1,1,0,011609,,,,,,,,,,
5990,简称缺失,1,1,0,011892,,,,,,,,,,
12587,简称缺失,1,1,0,011499,,,,,,,,,,
12588,简称缺失,1,1,0,011452,,,,,,,,,,
12589,简称缺失,1,1,0,011412,,,,,,,,,,
12590,简称缺失,1,1,0,011400,,,,,,,,,,
12591,简称缺失,1,1,0,011370,,,,,,,,,,
12560,简称缺失,1,1,0,014130,,,,,,,,,,
12561,简称缺失,1,1,0,013841,,,,,,,,,,
12562,简称缺失,1,1,0,013811,,,,,,,,,,
12563,简称缺失,1,1,0,013642,,,,,,,,,,
12564,简称缺失,1,1,0,013620,,,,,,,,,,
12565,简称缺失,1,1,0,013533,,,,,,,,,,
12566,简称缺失,1,1,0,013466,,,,,,,,,,
12567,简称缺失,1,1,0,013340,,,,,,,,,,
12586,简称缺失,1,1,0,011584,,,,,,,,,,
12608,简称缺失,1,1,0,010236,,,,,,,,,,
12609,简称缺失,1,1,0,010214,,,,,,,,,,
12610,简称缺失,1,1,0,010004,,,,,,,,,,
12611,简称缺失,1,1,0,009995,,,,,,,,,,
12612,简称缺失,1,1,0,009727,,,,,,,,,,
12613,简称缺失,1,1,0,009708,,,,,,,,,,
12614,简称缺失,1,1,0,009505,,,,,,,,,,
12615,简称缺失,1,1,0,009478,,,,,,,,,,
12616,简称缺失,1,1,0,009034,,,,,,,,,,
12617,简称缺失,1,1,0,008989,,,,,,,,,,
12618,简称缺失,1,1,0,008987,,,,,,,,,,
12619,简称缺失,1,1,0,008981,,,,,,,,,,
12620,简称缺失,1,1,0,008920,,,,,,,,,,
12604,简称缺失,1,1,0,010655,,,,,,,,,,
12622,简称缺失,1,1,0,008532,,,,,,,,,,
12623,简称缺失,1,1,0,008419,,,,,,,,,,
12592,简称缺失,1,1,0,011329,,,,,,,,,,
12593,简称缺失,1,1,0,011306,,,,,,,,,,
12594,简称缺失,1,1,0,011301,,,,,,,,,,
12595,简称缺失,1,1,0,011237,,,,,,,,,,
12596,简称缺失,1,1,0,011145,,,,,,,,,,
12597,简称缺失,1,1,0,011120,,,,,,,,,,
12598,简称缺失,1,1,0,011117,,,,,,,,,,
12599,简称缺失,1,1,0,011068,,,,,,,,,,
12600,简称缺失,1,1,0,011036,,,,,,,,,,
12601,简称缺失,1,1,0,010865,,,,,,,,,,
12602,简称缺失,1,1,0,010827,,,,,,,,,,
12603,简称缺失,1,1,0,010791,,,,,,,,,,
12621,简称缺失,1,1,0,008586,,,,,,,,,,
12534,简称缺失,1,1,0,015947,,,,,,,,,,
12535,简称缺失,1,1,0,015877,,,,,,,,,,
12536,简称缺失,1,1,0,015868,,,,,,,,,,
12537,简称缺失,1,1,0,015751,,,,,,,,,,
12538,简称缺失,1,1,0,015690,,,,,,,,,,
12539,简称缺失,1,1,0,015686,,,,,,,,,,
12540,简称缺失,1,1,0,015683,,,,,,,,,,
12541,简称缺失,1,1,0,015642,,,,,,,,,,
12542,简称缺失,1,1,0,015508,,,,,,,,,,
12543,简称缺失,1,1,0,015454,,,,,,,,,,
12512,简称缺失,1,1,0,015389,,,,,,,,,,
12513,简称缺失,1,1,0,020662,,,,,,,,,,
12514,简称缺失,1,1,0,015290,,,,,,,,,,
12568,简称缺失,1,1,0,013311,,,,,,,,,,
12516,简称缺失,1,1,0,021500,,,,,,,,,,
12517,简称缺失,1,1,0,008888,,,,,,,,,,
12518,简称缺失,1,1,0,519022,,,,,,,,,,
12519,简称缺失,1,1,0,160424,,,,,,,,,,
12520,简称缺失,1,1,0,019548,,,,,,,,,,
12521,简称缺失,1,1,0,018994,,,,,,,,,,
12522,简称缺失,1,1,0,017811,,,,,,,,,,
12523,简称缺失,1,1,0,017437,,,,,,,,,,
12524,简称缺失,1,1,0,016616,,,,,,,,,,
12525,简称缺失,1,1,0,016600,,,,,,,,,,
12526,简称缺失,1,1,0,016465,,,,,,,,,,
12527,简称缺失,1,1,0,016371,,,,,,,,,,
12506,简称缺失,1,1,0,009645,,,,,,,,,,
12507,简称缺失,1,1,0,018957,,,,,,,,,,
12515,简称缺失,1,1,0,015857,,,,,,,,,,
12569,简称缺失,1,1,0,013305,,,,,,,,,,
12570,简称缺失,1,1,0,013277,,,,,,,,,,
12571,简称缺失,1,1,0,013010,,,,,,,,,,
12572,简称缺失,1,1,0,012970,,,,,,,,,,
12573,简称缺失,1,1,0,012908,,,,,,,,,,
12574,简称缺失,1,1,0,012895,,,,,,,,,,
12575,简称缺失,1,1,0,012734,,,,,,,,,,
12544,简称缺失,1,1,0,015144,,,,,,,,,,
12545,简称缺失,1,1,0,015039,,,,,,,,,,
12546,简称缺失,1,1,0,014985,,,,,,,,,,
12547,简称缺失,1,1,0,014954,,,,,,,,,,
12548,简称缺失,1,1,0,014855,,,,,,,,,,
12549,简称缺失,1,1,0,014728,,,,,,,,,,
12533,简称缺失,1,1,0,015968,,,,,,,,,,
12551,简称缺失,1,1,0,014642,,,,,,,,,,
12552,简称缺失,1,1,0,014544,,,,,,,,,,
12553,简称缺失,1,1,0,014377,,,,,,,,,,
12554,简称缺失,1,1,0,014345,,,,,,,,,,
12555,简称缺失,1,1,0,014320,,,,,,,,,,
12556,简称缺失,1,1,0,014243,,,,,,,,,,
12557,简称缺失,1,1,0,014162,,,,,,,,,,
12558,简称缺失,1,1,0,014156,,,,,,,,,,
12559,简称缺失,1,1,0,014143,,,,,,,,,,
12528,简称缺失,1,1,0,016283,,,,,,,,,,
12529,简称缺失,1,1,0,016238,,,,,,,,,,
12530,简称缺失,1,1,0,016068,,,,,,,,,,
12531,简称缺失,1,1,0,016049,,,,,,,,,,
12532,简称缺失,1,1,0,015971,,,,,,,,,,
12550,简称缺失,1,1,0,014662,,,,,,,,,,
12864,简称缺失,1,1,0,016465,,,,,,,,,,
12865,简称缺失,1,1,0,016371,,,,,,,,,,
12866,简称缺失,1,1,0,016283,,,,,,,,,,
12867,简称缺失,1,1,0,016238,,,,,,,,,,
12868,简称缺失,1,1,0,016068,,,,,,,,,,
12869,简称缺失,1,1,0,016049,,,,,,,,,,
12870,简称缺失,1,1,0,015971,,,,,,,,,,
12871,简称缺失,1,1,0,015968,,,,,,,,,,
12872,简称缺失,1,1,0,015947,,,,,,,,,,
12873,简称缺失,1,1,0,015877,,,,,,,,,,
12874,简称缺失,1,1,0,015868,,,,,,,,,,
12875,简称缺失,1,1,0,015751,,,,,,,,,,
12876,简称缺失,1,1,0,015690,,,,,,,,,,
12639,简称缺失,1,1,0,007127,,,,,,,,,,
12878,简称缺失,1,1,0,015683,,,,,,,,,,
12879,简称缺失,1,1,0,015642,,,,,,,,,,
12848,简称缺失,1,1,0,020398,,,,,,,,,,
12849,简称缺失,1,1,0,019514,,,,,,,,,,
12850,简称缺失,1,1,0,015389,,,,,,,,,,
12851,简称缺失,1,1,0,020662,,,,,,,,,,
12852,简称缺失,1,1,0,015290,,,,,,,,,,
12853,简称缺失,1,1,0,015857,,,,,,,,,,
12854,简称缺失,1,1,0,021500,,,,,,,,,,
12855,简称缺失,1,1,0,008888,,,,,,,,,,
12856,简称缺失,1,1,0,519022,,,,,,,,,,
12857,简称缺失,1,1,0,160424,,,,,,,,,,
12858,简称缺失,1,1,0,019548,,,,,,,,,,
12859,简称缺失,1,1,0,018994,,,,,,,,,,
12877,简称缺失,1,1,0,015686,,,,,,,,,,
12899,简称缺失,1,1,0,013841,,,,,,,,,,
12900,简称缺失,1,1,0,013811,,,,,,,,,,
12901,简称缺失,1,1,0,013642,,,,,,,,,,
12902,简称缺失,1,1,0,013620,,,,,,,,,,
12903,简称缺失,1,1,0,013533,,,,,,,,,,
12904,简称缺失,1,1,0,013466,,,,,,,,,,
12905,简称缺失,1,1,0,013340,,,,,,,,,,
12906,简称缺失,1,1,0,013311,,,,,,,,,,
12907,简称缺失,1,1,0,013305,,,,,,,,,,
12908,简称缺失,1,1,0,013277,,,,,,,,,,
12909,简称缺失,1,1,0,013010,,,,,,,,,,
12910,简称缺失,1,1,0,012970,,,,,,,,,,
12911,简称缺失,1,1,0,012908,,,,,,,,,,
12895,简称缺失,1,1,0,014162,,,,,,,,,,
12881,简称缺失,1,1,0,015454,,,,,,,,,,
12882,简称缺失,1,1,0,015144,,,,,,,,,,
12883,简称缺失,1,1,0,015039,,,,,,,,,,
12884,简称缺失,1,1,0,014985,,,,,,,,,,
12885,简称缺失,1,1,0,014954,,,,,,,,,,
12886,简称缺失,1,1,0,014855,,,,,,,,,,
12887,简称缺失,1,1,0,014728,,,,,,,,,,
12888,简称缺失,1,1,0,014662,,,,,,,,,,
12889,简称缺失,1,1,0,014642,,,,,,,,,,
12890,简称缺失,1,1,0,014544,,,,,,,,,,
12891,简称缺失,1,1,0,014377,,,,,,,,,,
12892,简称缺失,1,1,0,014345,,,,,,,,,,
12893,简称缺失,1,1,0,014320,,,,,,,,,,
12894,简称缺失,1,1,0,014243,,,,,,,,,,
12880,简称缺失,1,1,0,015508,,,,,,,,,,
12643,简称缺失,1,1,0,006503,,,,,,,,,,
12644,简称缺失,1,1,0,006328,,,,,,,,,,
12645,简称缺失,1,1,0,006249,,,,,,,,,,
12646,简称缺失,1,1,0,005963,,,,,,,,,,
12647,简称缺失,1,1,0,005919,,,,,,,,,,
12648,简称缺失,1,1,0,005763,,,,,,,,,,
12649,简称缺失,1,1,0,005633,,,,,,,,,,
12650,简称缺失,1,1,0,005491,,,,,,,,,,
12651,简称缺失,1,1,0,005300,,,,,,,,,,
12652,简称缺失,1,1,0,004815,,,,,,,,,,
12653,简称缺失,1,1,0,004744,,,,,,,,,,
12654,简称缺失,1,1,0,004433,,,,,,,,,,
12655,简称缺失,1,1,0,004348,,,,,,,,,,
12860,简称缺失,1,1,0,017811,,,,,,,,,,
12625,简称缺失,1,1,0,008319,,,,,,,,,,
12626,简称缺失,1,1,0,008282,,,,,,,,,,
12627,简称缺失,1,1,0,008187,,,,,,,,,,
12628,简称缺失,1,1,0,008182,,,,,,,,,,
12629,简称缺失,1,1,0,008087,,,,,,,,,,
12630,简称缺失,1,1,0,008021,,,,,,,,,,
12631,简称缺失,1,1,0,007950,,,,,,,,,,
12632,简称缺失,1,1,0,007818,,,,,,,,,,
12633,简称缺失,1,1,0,007509,,,,,,,,,,
12634,简称缺失,1,1,0,007491,,,,,,,,,,
12635,简称缺失,1,1,0,007465,,,,,,,,,,
12636,简称缺失,1,1,0,007450,,,,,,,,,,
12637,简称缺失,1,1,0,007356,,,,,,,,,,
12638,简称缺失,1,1,0,007301,,,,,,,,,,
12624,简称缺失,1,1,0,008327,,,,,,,,,,
12861,简称缺失,1,1,0,017437,,,,,,,,,,
12862,简称缺失,1,1,0,016616,,,,,,,,,,
12863,简称缺失,1,1,0,016600,,,,,,,,,,
12844,简称缺失,1,1,0,009645,,,,,,,,,,
12845,简称缺失,1,1,0,018957,,,,,,,,,,
12846,简称缺失,1,1,0,020635,,,,,,,,,,
12847,简称缺失,1,1,0,021031,,,,,,,,,,
12672,简称缺失,1,1,0,001557,,,,,,,,,,
12673,简称缺失,1,1,0,001407,,,,,,,,,,
12674,简称缺失,1,1,0,001301,,,,,,,,,,
12656,简称缺失,1,1,0,004343,,,,,,,,,,
12657,简称缺失,1,1,0,004241,,,,,,,,,,
12658,简称缺失,1,1,0,004237,,,,,,,,,,
12642,简称缺失,1,1,0,006594,,,,,,,,,,
12660,简称缺失,1,1,0,004195,,,,,,,,,,
12661,简称缺失,1,1,0,003766,,,,,,,,,,
12662,简称缺失,1,1,0,003305,,,,,,,,,,
12663,简称缺失,1,1,0,002207,,,,,,,,,,
12664,简称缺失,1,1,0,002170,,,,,,,,,,
12665,简称缺失,1,1,0,002112,,,,,,,,,,
12666,简称缺失,1,1,0,002096,,,,,,,,,,
12667,简称缺失,1,1,0,002052,,,,,,,,,,
12668,简称缺失,1,1,0,002036,,,,,,,,,,
12669,简称缺失,1,1,0,001770,,,,,,,,,,
12670,简称缺失,1,1,0,001618,,,,,,,,,,
12671,简称缺失,1,1,0,001593,,,,,,,,,,
12640,简称缺失,1,1,0,007029,,,,,,,,,,
12641,简称缺失,1,1,0,006888,,,,,,,,,,
12659,简称缺失,1,1,0,004235,,,,,,,,,,
8945,简称缺失,1,1,0,002207,,,,,,,,,,
8946,简称缺失,1,1,0,002170,,,,,,,,,,
9126,简称缺失,1,1,1,009645,,,,,,,,,,
9127,简称缺失,1,1,1,018957,,,,,,,,,,
9128,简称缺失,1,1,1,020635,,,,,,,,,,
9129,简称缺失,1,1,1,021031,,,,,,,,,,
9130,简称缺失,1,1,1,020398,,,,,,,,,,
9131,简称缺失,1,1,1,019514,,,,,,,,,,
9132,简称缺失,1,1,1,015389,,,,,,,,,,
9133,简称缺失,1,1,1,020662,,,,,,,,,,
9134,简称缺失,1,1,1,015290,,,,,,,,,,
9135,简称缺失,1,1,1,015857,,,,,,,,,,
9139,简称缺失,1,1,1,160424,,,,,,,,,,
12508,简称缺失,1,1,0,020635,,,,,,,,,,
9141,简称缺失,1,1,1,018994,,,,,,,,,,
9142,简称缺失,1,1,1,017811,,,,,,,,,,
9143,简称缺失,1,1,1,017437,,,,,,,,,,
9144,简称缺失,1,1,1,016616,,,,,,,,,,
9145,简称缺失,1,1,1,016600,,,,,,,,,,
9146,简称缺失,1,1,1,016465,,,,,,,,,,
9147,简称缺失,1,1,1,016371,,,,,,,,,,
9148,简称缺失,1,1,1,016283,,,,,,,,,,
9149,简称缺失,1,1,1,016238,,,,,,,,,,
9150,简称缺失,1,1,1,016068,,,,,,,,,,
9151,简称缺失,1,1,1,016049,,,,,,,,,,
9155,简称缺失,1,1,1,015877,,,,,,,,,,
9156,简称缺失,1,1,1,015868,,,,,,,,,,
9157,简称缺失,1,1,1,015751,,,,,,,,,,
9140,简称缺失,1,1,1,019548,,,,,,,,,,
8932,简称缺失,1,1,0,005491,,,,,,,,,,
8933,简称缺失,1,1,0,005300,,,,,,,,,,
8934,简称缺失,1,1,0,004815,,,,,,,,,,
8935,简称缺失,1,1,0,004744,,,,,,,,,,
8936,简称缺失,1,1,0,004433,,,,,,,,,,
8937,简称缺失,1,1,0,004348,,,,,,,,,,
8938,简称缺失,1,1,0,004343,,,,,,,,,,
8939,简称缺失,1,1,0,004241,,,,,,,,,,
8940,简称缺失,1,1,0,004237,,,,,,,,,,
8941,简称缺失,1,1,0,004235,,,,,,,,,,
8942,简称缺失,1,1,0,004195,,,,,,,,,,
8943,简称缺失,1,1,0,003766,,,,,,,,,,
8912,简称缺失,1,1,0,008021,,,,,,,,,,
8944,简称缺失,1,1,0,003305,,,,,,,,,,
8914,简称缺失,1,1,0,007818,,,,,,,,,,
8947,简称缺失,1,1,0,002112,,,,,,,,,,
8948,简称缺失,1,1,0,002096,,,,,,,,,,
8949,简称缺失,1,1,0,002052,,,,,,,,,,
8950,简称缺失,1,1,0,002036,,,,,,,,,,
8951,简称缺失,1,1,0,001770,,,,,,,,,,
8952,简称缺失,1,1,0,001618,,,,,,,,,,
8953,简称缺失,1,1,0,001593,,,,,,,,,,
8954,简称缺失,1,1,0,001557,,,,,,,,,,
8955,简称缺失,1,1,0,001407,,,,,,,,,,
8956,简称缺失,1,1,0,001301,,,,,,,,,,
8928,简称缺失,1,1,0,005963,,,,,,,,,,
8929,简称缺失,1,1,0,005919,,,,,,,,,,
8930,简称缺失,1,1,0,005763,,,,,,,,,,
8913,简称缺失,1,1,0,007950,,,,,,,,,,
9188,简称缺失,1,1,1,013311,,,,,,,,,,
9189,简称缺失,1,1,1,013305,,,,,,,,,,
9190,简称缺失,1,1,1,013277,,,,,,,,,,
9191,简称缺失,1,1,1,013010,,,,,,,,,,
9192,简称缺失,1,1,1,012970,,,,,,,,,,
9193,简称缺失,1,1,1,012908,,,,,,,,,,
9194,简称缺失,1,1,1,012895,,,,,,,,,,
9195,简称缺失,1,1,1,012734,,,,,,,,,,
9196,简称缺失,1,1,1,012651,,,,,,,,,,
9197,简称缺失,1,1,1,012630,,,,,,,,,,
9198,简称缺失,1,1,1,012553,,,,,,,,,,
9199,简称缺失,1,1,1,012429,,,,,,,,,,
9168,简称缺失,1,1,1,014855,,,,,,,,,,
9158,简称缺失,1,1,1,015690,,,,,,,,,,
9170,简称缺失,1,1,1,014662,,,,,,,,,,
9203,简称缺失,1,1,1,011615,,,,,,,,,,
9204,简称缺失,1,1,1,011613,,,,,,,,,,
9205,简称缺失,1,1,1,011609,,,,,,,,,,
9206,简称缺失,1,1,1,011584,,,,,,,,,,
9207,简称缺失,1,1,1,011499,,,,,,,,,,
9208,简称缺失,1,1,1,011452,,,,,,,,,,
9209,简称缺失,1,1,1,011412,,,,,,,,,,
9210,简称缺失,1,1,1,011400,,,,,,,,,,
9211,简称缺失,1,1,1,011370,,,,,,,,,,
9212,简称缺失,1,1,1,011329,,,,,,,,,,
9213,简称缺失,1,1,1,011306,,,,,,,,,,
9214,简称缺失,1,1,1,011301,,,,,,,,,,
9215,简称缺失,1,1,1,011237,,,,,,,,,,
9169,简称缺失,1,1,1,014728,,,,,,,,,,
9159,简称缺失,1,1,1,015686,,,,,,,,,,
9160,简称缺失,1,1,1,015683,,,,,,,,,,
9161,简称缺失,1,1,1,015642,,,,,,,,,,
9162,简称缺失,1,1,1,015508,,,,,,,,,,
9163,简称缺失,1,1,1,015454,,,,,,,,,,
9164,简称缺失,1,1,1,015144,,,,,,,,,,
9165,简称缺失,1,1,1,015039,,,,,,,,,,
9166,简称缺失,1,1,1,014985,,,,,,,,,,
9167,简称缺失,1,1,1,014954,,,,,,,,,,
9136,简称缺失,1,1,1,021500,,,,,,,,,,
9137,简称缺失,1,1,1,008888,,,,,,,,,,
9138,简称缺失,1,1,1,519022,,,,,,,,,,
9171,简称缺失,1,1,1,014642,,,,,,,,,,
9187,简称缺失,1,1,1,013340,,,,,,,,,,
9173,简称缺失,1,1,1,014377,,,,,,,,,,
9174,简称缺失,1,1,1,014345,,,,,,,,,,
9175,简称缺失,1,1,1,014320,,,,,,,,,,
9176,简称缺失,1,1,1,014243,,,,,,,,,,
9177,简称缺失,1,1,1,014162,,,,,,,,,,
9178,简称缺失,1,1,1,014156,,,,,,,,,,
9179,简称缺失,1,1,1,014143,,,,,,,,,,
9180,简称缺失,1,1,1,014130,,,,,,,,,,
9181,简称缺失,1,1,1,013841,,,,,,,,,,
9182,简称缺失,1,1,1,013811,,,,,,,,,,
9183,简称缺失,1,1,1,013642,,,,,,,,,,
9152,简称缺失,1,1,1,015971,,,,,,,,,,
9153,简称缺失,1,1,1,015968,,,,,,,,,,
9154,简称缺失,1,1,1,015947,,,,,,,,,,
9172,简称缺失,1,1,1,014544,,,,,,,,,,
8845,简称缺失,1,1,0,013642,,,,,,,,,,
8846,简称缺失,1,1,0,013620,,,,,,,,,,
8847,简称缺失,1,1,0,013533,,,,,,,,,,
8816,简称缺失,1,1,0,015947,,,,,,,,,,
8817,简称缺失,1,1,0,015877,,,,,,,,,,
8818,简称缺失,1,1,0,015868,,,,,,,,,,
8851,简称缺失,1,1,0,013305,,,,,,,,,,
8852,简称缺失,1,1,0,013277,,,,,,,,,,
8853,简称缺失,1,1,0,013010,,,,,,,,,,
8854,简称缺失,1,1,0,012970,,,,,,,,,,
8855,简称缺失,1,1,0,012908,,,,,,,,,,
8856,简称缺失,1,1,0,012895,,,,,,,,,,
8857,简称缺失,1,1,0,012734,,,,,,,,,,
8931,简称缺失,1,1,0,005633,,,,,,,,,,
8859,简称缺失,1,1,0,012630,,,,,,,,,,
8860,简称缺失,1,1,0,012553,,,,,,,,,,
8861,简称缺失,1,1,0,012429,,,,,,,,,,
8862,简称缺失,1,1,0,012125,,,,,,,,,,
8863,简称缺失,1,1,0,011892,,,,,,,,,,
8832,简称缺失,1,1,0,014662,,,,,,,,,,
8833,简称缺失,1,1,0,014642,,,,,,,,,,
8834,简称缺失,1,1,0,014544,,,,,,,,,,
8867,简称缺失,1,1,0,011609,,,,,,,,,,
8868,简称缺失,1,1,0,011584,,,,,,,,,,
8869,简称缺失,1,1,0,011499,,,,,,,,,,
8870,简称缺失,1,1,0,011452,,,,,,,,,,
8871,简称缺失,1,1,0,011412,,,,,,,,,,
8872,简称缺失,1,1,0,011400,,,,,,,,,,
8858,简称缺失,1,1,0,012651,,,,,,,,,,
12509,简称缺失,1,1,0,021031,,,,,,,,,,
12510,简称缺失,1,1,0,020398,,,,,,,,,,
12511,简称缺失,1,1,0,019514,,,,,,,,,,
8819,简称缺失,1,1,0,015751,,,,,,,,,,
8820,简称缺失,1,1,0,015690,,,,,,,,,,
8821,简称缺失,1,1,0,015686,,,,,,,,,,
8822,简称缺失,1,1,0,015683,,,,,,,,,,
8823,简称缺失,1,1,0,015642,,,,,,,,,,
8824,简称缺失,1,1,0,015508,,,,,,,,,,
8825,简称缺失,1,1,0,015454,,,,,,,,,,
8826,简称缺失,1,1,0,015144,,,,,,,,,,
8827,简称缺失,1,1,0,015039,,,,,,,,,,
8828,简称缺失,1,1,0,014985,,,,,,,,,,
8844,简称缺失,1,1,0,013811,,,,,,,,,,
8830,简称缺失,1,1,0,014855,,,,,,,,,,
8831,简称缺失,1,1,0,014728,,,,,,,,,,
8800,简称缺失,1,1,0,519022,,,,,,,,,,
8801,简称缺失,1,1,0,160424,,,,,,,,,,
8802,简称缺失,1,1,0,019548,,,,,,,,,,
8835,简称缺失,1,1,0,014377,,,,,,,,,,
8836,简称缺失,1,1,0,014345,,,,,,,,,,
8837,简称缺失,1,1,0,014320,,,,,,,,,,
8838,简称缺失,1,1,0,014243,,,,,,,,,,
8839,简称缺失,1,1,0,014162,,,,,,,,,,
8840,简称缺失,1,1,0,014156,,,,,,,,,,
8841,简称缺失,1,1,0,014143,,,,,,,,,,
8842,简称缺失,1,1,0,014130,,,,,,,,,,
8843,简称缺失,1,1,0,013841,,,,,,,,,,
8829,简称缺失,1,1,0,014954,,,,,,,,,,
8903,简称缺失,1,1,0,008586,,,,,,,,,,
8904,简称缺失,1,1,0,008532,,,,,,,,,,
8905,简称缺失,1,1,0,008419,,,,,,,,,,
8906,简称缺失,1,1,0,008327,,,,,,,,,,
8907,简称缺失,1,1,0,008319,,,,,,,,,,
8908,简称缺失,1,1,0,008282,,,,,,,,,,
8909,简称缺失,1,1,0,008187,,,,,,,,,,
8910,简称缺失,1,1,0,008182,,,,,,,,,,
8911,简称缺失,1,1,0,008087,,,,,,,,,,
8880,简称缺失,1,1,0,011117,,,,,,,,,,
8881,简称缺失,1,1,0,011068,,,,,,,,,,
8882,简称缺失,1,1,0,011036,,,,,,,,,,
8915,简称缺失,1,1,0,007509,,,,,,,,,,
8873,简称缺失,1,1,0,011370,,,,,,,,,,
8917,简称缺失,1,1,0,007465,,,,,,,,,,
8918,简称缺失,1,1,0,007450,,,,,,,,,,
8919,简称缺失,1,1,0,007356,,,,,,,,,,
8920,简称缺失,1,1,0,007301,,,,,,,,,,
8921,简称缺失,1,1,0,007127,,,,,,,,,,
8922,简称缺失,1,1,0,007029,,,,,,,,,,
8923,简称缺失,1,1,0,006888,,,,,,,,,,
8924,简称缺失,1,1,0,006594,,,,,,,,,,
8925,简称缺失,1,1,0,006503,,,,,,,,,,
8926,简称缺失,1,1,0,006328,,,,,,,,,,
8927,简称缺失,1,1,0,006249,,,,,,,,,,
8896,简称缺失,1,1,0,009505,,,,,,,,,,
8897,简称缺失,1,1,0,009478,,,,,,,,,,
8898,简称缺失,1,1,0,009034,,,,,,,,,,
8916,简称缺失,1,1,0,007491,,,,,,,,,,
8874,简称缺失,1,1,0,011329,,,,,,,,,,
8875,简称缺失,1,1,0,011306,,,,,,,,,,
8876,简称缺失,1,1,0,011301,,,,,,,,,,
8877,简称缺失,1,1,0,011237,,,,,,,,,,
8878,简称缺失,1,1,0,011145,,,,,,,,,,
8879,简称缺失,1,1,0,011120,,,,,,,,,,
8848,简称缺失,1,1,0,013466,,,,,,,,,,
8849,简称缺失,1,1,0,013340,,,,,,,,,,
8850,简称缺失,1,1,0,013311,,,,,,,,,,
8883,简称缺失,1,1,0,010865,,,,,,,,,,
8884,简称缺失,1,1,0,010827,,,,,,,,,,
8885,简称缺失,1,1,0,010791,,,,,,,,,,
8886,简称缺失,1,1,0,010655,,,,,,,,,,
8902,简称缺失,1,1,0,008920,,,,,,,,,,
8888,简称缺失,1,1,0,010392,,,,,,,,,,
8889,简称缺失,1,1,0,010372,,,,,,,,,,
8890,简称缺失,1,1,0,010236,,,,,,,,,,
8891,简称缺失,1,1,0,010214,,,,,,,,,,
8892,简称缺失,1,1,0,010004,,,,,,,,,,
8893,简称缺失,1,1,0,009995,,,,,,,,,,
8894,简称缺失,1,1,0,009727,,,,,,,,,,
8895,简称缺失,1,1,0,009708,,,,,,,,,,
8864,简称缺失,1,1,0,011840,,,,,,,,,,
8865,简称缺失,1,1,0,011615,,,,,,,,,,
8866,简称缺失,1,1,0,011613,,,,,,,,,,
8899,简称缺失,1,1,0,008989,,,,,,,,,,
8900,简称缺失,1,1,0,008987,,,,,,,,,,
8901,简称缺失,1,1,0,008981,,,,,,,,,,
8887,简称缺失,1,1,0,010422,,,,,,,,,,
24693,简称缺失,1,1,0,016600,,,,,,,,,,
24694,简称缺失,1,1,0,016465,,,,,,,,,,
24695,简称缺失,1,1,0,016371,,,,,,,,,,
24696,简称缺失,1,1,0,016283,,,,,,,,,,
24697,简称缺失,1,1,0,016238,,,,,,,,,,
24698,简称缺失,1,1,0,016068,,,,,,,,,,
24699,简称缺失,1,1,0,016049,,,,,,,,,,
24700,简称缺失,1,1,0,015971,,,,,,,,,,
24701,简称缺失,1,1,0,015968,,,,,,,,,,
24702,简称缺失,1,1,0,015947,,,,,,,,,,
24703,简称缺失,1,1,0,015877,,,,,,,,,,
24704,简称缺失,1,1,0,015868,,,,,,,,,,
