基金代码,基金简称,股票简称,占净值比例,持股数_万,持仓市值_万
001557,简称缺失,恒玄科技,1.16,12.41,3692.3
001557,简称缺失,芯联集成,1.14,552.18,3633.31
001557,简称缺失,全志科技,1.13,69.25,3588.38
001557,简称缺失,兴森科技,1.13,161.55,3573.49
001557,简称缺失,中科创达,1.12,45.79,3556.97
001593,简称缺失,宁德时代,0.17,3.33,1336.81
001593,简称缺失,东方财富,0.06,16.84,456.64
001593,简称缺失,中际旭创,0.05,0.98,395.65
001593,简称缺失,新易盛,0.05,1.06,387.72
001593,简称缺失,阳光电源,0.04,1.74,282.14
001593,简称缺失,胜宏科技,0.03,0.81,231.26
001593,简称缺失,汇川技术,0.03,2.62,219.26
001593,简称缺失,亿纬锂能,0.02,1.77,161.08
001593,简称缺失,同花顺,0.02,0.41,151.2
001593,简称缺失,迈瑞医疗,0.02,0.54,132.18
001407,简称缺失,工业富联,7.9,725.35,47880.35
001407,简称缺失,中际旭创,7.58,113.76,45922.64
001407,简称缺失,新易盛,7.48,124.01,45357.67
001407,简称缺失,新泉股份,5.84,425.96,35372.03
001407,简称缺失,寒武纪,5.7,26.07,34537.19
001407,简称缺失,三花智控,4.6,575.67,27879.7
001407,简称缺失,生益科技,3.1,347.78,18787.08
001407,简称缺失,ST华通,2.99,875.23,18126.01
001407,简称缺失,科华数据,2.75,232.95,16656.21
001407,简称缺失,统联精密,2.61,253.23,15814.26
011823,简称缺失,新易盛,9.82,98.65,36083.91
011823,简称缺失,宁德时代,9.81,89.67,36048.14
011823,简称缺失,中际旭创,8.91,81.07,32727.35
011823,简称缺失,阳光电源,7.94,180.11,29174.62
011823,简称缺失,生益科技,6.26,425.87,23005.5
011823,简称缺失,华虹半导体,4.86,244.7,17872.5
011823,简称缺失,烽火通信,4.55,609.32,16725.83
011823,简称缺失,工业富联,3.87,215.53,14226.98
011823,简称缺失,三环集团,3.01,238.85,11065.92
011823,简称缺失,江西铜业股份,2.95,389.2,10837.62
